,ap0,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27,ap28,ap29,ap30,ap31,ap32,ap33,ap34,ap35,ap36,ap37,ap38,ap39,ap40,ap41,ap42,ap43,ap44,ap45,ap46,ap47,ap48,ap49,ap50,ap51,ap52,result_x,result_y
100,0,0,-64,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,-95,0,-93,-91,0,0,0,0,0,0,0,-48,0,0,-68,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897
101,0,0,-64,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,-48,0,0,-68,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897
102,0,0,-64,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,-48,0,0,-68,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897
103,0,0,-66,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,-87,-82,-84,0,0,0,0,0,0,0,0,0,0,-94,0,-91,0,0,0,0,0,0,0,-47,0,0,-63,-58,0,0,0,0,0,0,20.667544206861784,-103.46441499888897
104,0,0,-66,0,0,0,-77,0,0,0,0,0,0,0,0,0,-63,0,0,-87,-82,0,0,0,0,0,0,0,0,0,0,0,-94,0,-91,0,0,0,0,0,0,0,-47,0,0,-63,-58,0,0,0,0,0,0,20.667544206861784,-103.46441499888897
105,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-72,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
106,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,-78,0,0,0,0,0,0,0,0,-81,0,0,0,0,-91,0,0,0,0,0,0,0,-44,0,0,-65,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
107,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,-78,0,0,0,0,0,0,0,0,-81,0,0,0,0,-91,0,0,0,0,0,0,0,-44,0,0,-65,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
108,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,-78,0,0,0,0,0,0,0,0,-81,0,0,0,0,-91,0,0,0,0,0,0,0,-44,0,0,-65,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
109,0,0,-61,0,-85,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-78,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
110,0,0,-61,0,-85,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-78,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
111,0,0,-61,0,-85,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-78,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
112,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
113,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,0,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
114,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,0,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
115,0,0,-60,0,-84,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-82,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-42,0,0,-61,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
116,0,0,-60,0,-84,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-82,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-42,0,0,-61,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525
117,0,0,-62,0,-91,0,0,-92,0,0,0,0,0,0,-89,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,-80,-95,0,0,0,-87,0,0,0,0,0,0,-90,-47,0,0,-64,-67,0,0,0,0,0,0,20.66751942462823,-103.46445389091969
118,0,0,-62,0,-91,0,0,0,0,0,0,0,0,0,-89,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,-80,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-64,-67,0,0,0,0,0,0,20.66751942462823,-103.46445389091969
119,0,0,-62,0,-91,0,0,0,0,0,0,0,0,0,-89,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,-80,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-64,-67,0,0,0,0,0,0,20.66751942462823,-103.46445389091969
120,0,0,-60,0,-91,0,0,0,0,0,0,0,0,0,-89,0,-59,0,0,0,0,-92,0,0,0,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-68,-62,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
121,0,0,-60,0,-91,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,-92,0,0,0,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-68,-62,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
122,0,0,-60,0,-91,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,-92,0,0,0,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-68,-62,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
123,0,0,-62,0,-91,0,0,-94,0,0,0,0,0,0,0,0,-59,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-48,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
124,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-59,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
125,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-57,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
126,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-57,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
127,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-57,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969
128,0,0,-68,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,-79,-57,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
129,0,0,-68,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,-79,-57,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
130,0,0,-68,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,-79,-57,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
131,0,0,-72,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-77,-59,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
132,0,0,-72,0,0,0,-83,-94,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-77,-59,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
133,0,0,-72,0,0,0,-83,-94,0,0,0,0,0,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-77,-59,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
134,0,0,-72,0,0,0,-84,-94,0,0,0,0,0,0,0,-92,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-77,-52,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
135,0,0,-72,0,0,0,-84,0,0,0,0,0,0,0,0,-92,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-77,-52,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
136,0,0,-72,0,0,0,-84,0,0,0,0,0,0,0,0,-92,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-77,-52,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
137,0,0,-71,0,0,0,-84,0,-89,0,0,0,0,0,0,-92,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-85,-51,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
138,0,0,-71,0,0,0,-84,0,-89,0,0,0,0,0,0,-92,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-85,-51,0,0,0,0,0,0,20.667516915034728,-103.46435632556677
139,0,0,-73,0,-93,0,-88,0,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
140,0,0,-73,0,-93,0,-88,0,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
141,0,0,-67,0,-93,0,-88,-90,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
142,0,0,-67,0,-93,0,-88,-90,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
143,0,0,-67,0,0,0,-88,-90,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
144,0,0,-67,0,-88,0,-84,-90,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-89,-76,-65,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
145,0,0,-67,0,-88,0,-84,-90,0,0,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-89,-76,-65,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
146,0,0,-67,0,-88,0,-84,-90,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-89,-76,-65,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
147,0,0,-67,0,-88,0,-81,-93,-88,0,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-92,-79,-59,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
148,0,0,-67,0,-88,0,-81,-93,-88,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-92,-79,-59,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
149,0,0,-67,0,-88,0,-81,-93,-88,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-92,-79,-59,0,0,0,0,0,0,20.667511582148403,-103.46438717097044
150,0,0,-64,0,0,0,0,-95,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-49,0,-90,-74,-61,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
151,0,0,-64,0,0,0,0,-95,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-49,0,-90,-74,-61,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
152,0,0,-64,0,0,0,0,-95,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-49,0,-90,-74,-61,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
153,0,0,-68,0,-89,0,0,-87,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-46,0,-92,-70,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
154,0,0,-68,0,-89,0,0,-87,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-46,0,-92,-70,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
155,0,0,-68,0,-89,0,-80,-87,0,0,0,0,0,0,0,0,-56,0,0,-82,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-45,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
156,0,0,-68,0,-89,0,-80,-87,0,0,0,0,0,0,0,0,-56,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-45,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
157,0,0,-68,0,-89,0,-80,-87,0,0,0,0,0,0,0,0,-56,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
158,0,0,-63,0,-89,0,-80,-91,-90,0,0,0,0,0,0,0,-53,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,-47,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
159,0,0,-63,0,0,0,-80,-91,-90,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,-47,0,0,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
160,0,0,-74,0,-90,0,-80,-91,-90,0,-91,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,-71,-66,0,0,0,0,0,0,20.667507504058737,-103.46441399306059
161,0,0,-74,0,-90,0,-80,-91,-90,0,-91,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,-71,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
162,0,0,-74,0,0,0,0,0,0,0,-91,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,0,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
163,0,0,-74,0,0,0,0,0,0,0,-91,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,0,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
164,0,0,-71,0,0,0,-83,0,0,0,-91,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-48,-88,-89,-82,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
165,0,0,-71,0,0,0,-83,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48,-88,0,-82,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
166,0,0,-71,0,0,0,-83,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48,-88,0,-82,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
167,0,0,-73,0,0,0,-83,-93,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,-48,-88,-93,-82,-62,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
168,0,0,-73,0,0,0,-83,-93,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,-48,-88,-93,-82,-62,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
169,0,0,-73,0,0,0,-83,-93,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,-48,-88,-93,-82,-62,0,0,0,0,0,0,20.667586556238895,-103.46434693783522
170,0,0,-74,0,0,0,-81,-93,0,0,-89,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,-48,-88,-93,-82,-62,0,0,0,0,-92,0,20.667586556238895,-103.46434693783522
171,0,0,-71,0,0,0,-74,0,0,-92,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,-80,0,0,-91,0,0,0,0,-90,0,-93,0,0,0,-92,-50,0,-83,-83,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
172,0,0,-71,0,0,0,-74,0,0,-92,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-50,0,-83,-83,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
173,0,0,-71,0,0,0,-74,0,0,-92,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-50,0,-83,-83,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
174,0,0,-73,0,0,0,-77,-88,0,-92,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-50,0,-83,-83,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
175,0,0,-73,0,0,0,-77,-88,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-50,0,0,0,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
176,0,0,-73,0,0,0,-77,-88,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-50,0,0,0,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
177,0,-89,-73,0,0,0,-80,-89,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-48,0,0,-80,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
178,0,-89,-73,0,0,0,-80,-89,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-48,0,0,-80,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
179,0,-89,-73,0,0,0,-80,-89,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-48,0,0,-80,-60,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
180,0,-89,-69,0,0,0,-81,-89,0,0,-92,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,-47,0,0,-78,-62,0,0,0,0,0,0,20.667581537054076,-103.4643704071641
181,0,0,-66,0,0,0,-74,-86,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-46,0,0,0,-57,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
182,0,0,-66,0,0,0,-74,-86,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-46,0,0,0,-57,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
183,0,0,-66,0,0,0,-74,-86,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-46,0,0,0,-57,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
184,0,-94,-66,0,0,0,-78,-86,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,-45,0,0,-84,-63,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
185,0,-94,-66,0,0,0,-78,-86,0,0,0,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,-45,0,0,-84,-63,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
186,0,-94,-66,0,0,0,-78,-86,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,-45,0,0,-84,-63,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
187,0,-94,-66,0,0,0,-78,-86,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,-45,0,0,-81,-63,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
188,0,-94,-66,0,0,0,-78,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,-45,0,0,-81,-63,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
189,0,-94,-66,0,0,0,-78,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,-45,0,0,-81,-63,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
190,0,-94,-66,0,0,0,-74,-89,0,0,0,0,0,0,0,0,-61,0,0,0,0,-93,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-45,0,0,-81,-58,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
191,0,0,-78,0,-93,0,-74,-89,0,0,0,0,0,0,0,0,-51,0,0,0,0,-93,0,0,0,0,-93,-93,0,0,0,0,0,0,0,0,0,-86,-90,0,0,0,-63,0,0,-81,-63,0,0,0,0,0,0,20.66757651786909,-103.46438985317945
192,0,0,-78,0,-93,0,-74,-89,0,0,0,0,0,0,0,0,-51,0,0,0,0,-93,0,0,0,0,-93,-93,0,0,0,0,0,0,0,0,0,-86,-90,0,0,0,-63,0,0,-81,-63,0,0,0,0,0,0,20.66748334921771,-103.46441365778446
193,0,0,-80,-96,0,0,0,0,-95,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,-96,0,0,0,0,0,-97,0,0,0,0,0,0,0,0,0,-65,-94,0,0,-62,-96,0,0,0,0,0,20.66748334921771,-103.46441365778446
194,0,0,-80,-96,0,0,0,0,-95,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,-96,0,0,0,0,0,-97,0,0,0,0,0,0,0,0,0,-65,-94,0,0,-62,-96,0,0,0,0,0,20.66748334921771,-103.46441365778446
195,0,0,-81,0,0,-96,0,0,0,0,0,0,-95,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,0,0,-91,-66,-98,0,0,0,0,0,20.66748334921771,-103.46441365778446
196,0,0,-81,-93,0,-97,0,0,0,-96,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,0,0,0,-63,0,0,0,0,0,0,20.66748334921771,-103.46441365778446
197,0,0,-81,-93,0,-97,0,0,0,-96,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,0,0,0,-63,0,0,0,0,0,0,20.66748334921771,-103.46441365778446
198,0,0,-79,0,0,-94,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,0,0,-87,-66,0,-98,0,0,0,0,20.66748334921771,-103.46441365778446
199,0,0,-80,0,-94,-94,0,0,0,-96,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62,0,0,-92,-63,0,-98,0,0,0,0,20.66748334921771,-103.46441365778446
200,0,0,-80,0,-94,-94,0,0,0,-96,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62,0,0,-92,-63,0,-98,0,0,0,0,20.66748334921771,-103.46441365778446
201,0,0,-80,0,0,0,-97,0,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,-90,-62,0,0,0,0,0,0,20.66748334921771,-103.46441365778446
